tweet_id,url,recovery_method,model_text,topic
1648333459516014592,https://twitter.com/Rank_Success/status/1648333459516014592,oembed,laura dodsworth gives her verdict on the brecon beacons changing its name as a direct response to the climate and ecological crisis symbols are powerful but the idea that changing this symbol will do anything to fight a climate emergency is ludicrous talk april,0
1648654430768644096,https://twitter.com/UCL_IEDE/status/1648654430768644096,oembed,households hit hardest by the cost of living crisis are those most likely to live in unhealthy homes ucl s professor anna mavrogianni considers the relationship between the built environment and health inequalities cibse april,6
1648698828479139843,https://twitter.com/NewmontCorp/status/1648698828479139843,oembed,biodiversity credit markets by taskforce on nature markets released today examines how legislation regulation and policy affect high integrity biodiversity credit markets in addition to emerging biodiversity credits markets scaling biodiversity credits and more download karbon offsets april,3
1648957182367416320,https://twitter.com/CantillonCH/status/1648957182367416320,oembed,future generations will look back at our flirtation with the most unsustainable and most expensive form of energy production and curse us for the mess we have left them but the end is beginning to come into sight for nuclear nuclear nuclearenergy dr paul dorfman april,7
1649023929451704320,https://twitter.com/BizSustainably/status/1649023929451704320,oembed,icymi woodfibre lng plans for its liquified natural gas export facility currently under construction in squamish b c to be the first in the world to achieve net zero emissions according to its recently published roadmap sustainable biz canada april,2
1638532797907316737,https://twitter.com/reuseco2/status/1638532797907316737,oembed,this week the released the ar synthesis report reiterating the need for critical actions to limit the temperature increase to c wg recognises ccu as a solution to decrease net co emissions and move away from fossil carbon co value europe march,3
1649054904605093889,https://twitter.com/CansRecyclable/status/1649054904605093889,oembed,the mission possible partnership aims for lower carbon aluminum production and increased ubc recycling the transition strategy has been endorsed by the can manufacturers institute and its aluminum beverage manufacturers and can sheet producer members recycling today april,4
1649005068362948613,https://twitter.com/StructEngineer_/status/1649005068362948613,oembed,join us for circular economy in the built environment on rd may hosted by engineers and architects will discuss how they apply the principles of the circular economy to how buildings and infrastructure are designed tickets available club peloton april,4
1649027218281037826,https://twitter.com/E4S_Center/status/1649027218281037826,oembed,we are excited to unveil the sustainable solutions selected for showcase solutions exhibition discover them on showcase website and register for our event enterprise for society center april,4
1648968017924038659,https://twitter.com/EU_Consumer/status/1648968017924038659,oembed,good news for eu consumers the number of euecolabel products services keeps growing consumers can now choose from more than trusted eco friendly products forourplanet for a better circulareconomy check out the latest findings eu environment april,4
1648988881902006272,https://twitter.com/ShawContEMEA/status/1648988881902006272,oembed,advancing the circular agenda with a first in kind warranty extension has the story shawcontract flooring floor cfj flooring journal april,4
1648613705171476480,https://twitter.com/irinablomqvist/status/1648613705171476480,oembed,our bio circular economy incubator biosphere will return for its nd round in august get all the tools you need to tackle even the biggest of global issues surrounded by a community of peers professionals read more apply helsinki incubators april,4
1648938549134213121,https://twitter.com/NJones/status/1648938549134213121,oembed,at the dump you aren t judged for what you bring there is a shared respect almost a greater respect for the person with the fullest car or the most fetid waste where can i go to leave my rotting conscience natalie garrett seen and unseen april,4
1648961034819112960,https://twitter.com/ObimboCurtis/status/1648961034819112960,oembed,takathursday scaling sustainable waste management across africa taka ni mali april,4
1637393482703618049,https://twitter.com/ojobr/status/1637393482703618049,oembed,s world energy transitions outlook urges radical actions to boost renewables abandon fossilfuel priorities to keep c alive include electrification energy efficiency green hydrogen check out our digital story irena march,2
1648635862895280129,https://twitter.com/reconmatic/status/1648635862895280129,oembed,save the date is onboard registration is open circulareconomy environment construction sustainability fiec april,4
1642850343770898432,https://twitter.com/BAMResearch/status/1642850343770898432,oembed,join us for a groundbreaking event on april th discover the latest trends and technologies in the circular economy and connect with researchers entrepreneurs and industry experts register now circulareconomy sustainability researchtransfer startup incubator berlin april,4
1648654765990072325,https://twitter.com/GreentieIrina/status/1648654765990072325,oembed,f and n codoped bimetallic oxide reduced graphene oxide composite electrode fn na cldh for electrocatalytic reduction of co to co yaping zhang and co workers energy technology april,3
1649116353205350401,https://twitter.com/robniven/status/1649116353205350401,oembed,the era of verification may be over on twitter but we re just getting started with verified carbon units icymi read our news release here carboncure carbonmarket mrv carboncure technologies april,3
1649126002386432001,https://twitter.com/SiouxCityCrypto/status/1649126002386432001,oembed,you look at what s happened to china what s happened to india dramatic increases in life expectancy and gdp both of them have increased their fossil fuel use by seven times in the last years with alex epstein april,1
1649093437038395392,https://twitter.com/ARealityEvent/status/1649093437038395392,oembed,earthday is coming up and we have a great way to celebrate it offset a year s worth of carbon and receive a free awe pass awe is a carbon neutral event so you can enjoy the event while making a positive impact on the environment awe april,0
1648773192129953795,https://twitter.com/RdeSuiza/status/1648773192129953795,oembed,basically a rich man s uber to the golf course remember all those billionaires calling for more restrictions and monitoring efforts to combat climate change vero p down with april,0
1648572672207654913,https://twitter.com/UNSW/status/1648572672207654913,oembed,study unsw marine scientists have calculated the commercial value of the world s kelp forests showing they provide billions of dollars in value to society and are capable of removing megatons of carbon from the atmosphere every year unsw april,3
1649098271372066823,https://twitter.com/ExtinctionR/status/1649098271372066823,oembed,it s time to come together tomorrow really is thebigone our climatesciencetranslated films are designed to convince new people to show up and make themselves heard please retweet to help tip as many into coming as possible climate science breakthrough april,0
1649109453306724356,https://twitter.com/AgilePeopleUK/status/1649109453306724356,oembed,we re teaming up with business net zero to host a free workshop at university centre shrewsbury on wednesday april from am pm to help inspire business owners to drive down their carbonfootprint and improve sustainability marches growth hub april,5
1649073201182302216,https://twitter.com/NikolovScience/status/1649073201182302216,oembed,today i will be meeting vice president kamala harris for earth day looking forward to attending the vice president s residence and engaging in meaningful dialogue about the urgency of the climate crisis and the need for aggressive climate policy it is important to strike sophia kianni april,0
1648784259455541249,https://twitter.com/TheVeganDrakon/status/1648784259455541249,oembed,we are looking at every option on the menu to fight climate change in nyc by making the switch to plant powered food we can begin to reduce our city s third largest source of emissions but we need new yorkers to join us learn more here mayor zohran kwame mamdani april,5
1648943205285502978,https://twitter.com/JustinTrudeau/status/1648943205285502978,oembed,this is huge yesterday the german government confirmed plans to no longer allow stand alone fossil fuel heating systems to be installed from january that s in all buildings and will come into force in just months jan rosenow april,7
1648098660989763586,https://twitter.com/Weiren_Doc/status/1648098660989763586,oembed,in only century humans have managed to reduce the total plant biomass on the planet by through deforestation and land use changes that is an incredible rate of destruction and environmental change peter dynes april,3
1649076497049681921,https://twitter.com/CocaCola/status/1649076497049681921,oembed,coca cola produces million tonnes of plastic packaging a year equivalent to bottles a minute send a message it s time to end plasticpollution actonclimate useless wasteless buyless breakfreefromplastic nature mike hudema april,4
1641032182742364160,https://twitter.com/LibIntervention/status/1641032182742364160,oembed,oaklands park am chichester too much lightpollution energycrisis climatecrisis main footpath is in darkness to protect very wasteful switchoffthelights march,3
1648718935397629955,https://twitter.com/millar00/status/1648718935397629955,oembed,two new studies bring a dramatically new perspective to a long feared shutoff of ocean circulation all the attention has been on the north atlantic but i expect there will now be a shift in attention to the southern ocean says a researcher yale environment april,0
1648849965328871424,https://twitter.com/DanJWeiss/status/1648849965328871424,oembed,people in western states are breathing dirtier more polluted air and worsening heat drought and wildfires are fueling the pollution according to a new report climate signals april,0
1649104706655092736,https://twitter.com/gweets01/status/1649104706655092736,oembed,wind turbines are a leading killer of eagles and other birds why can t we develop safer and more environmentally friendly sources of renewable energy ian miles cheong april,2
